user,revenue,units,ls_date,tsls,rating,ttp,total_sessions,completed,completed_post,win_rate,tries,device,tbs,tsad
1457,0,0,0,0,0,0,1,0.266666666667,0.266666666667,1.0,5.0,ipad,0,202772
7761,0,0,20150527,7228,0,4094,10,0.4,0.822222222222,0.611111111111,18.0,iphone,2718.66666667,31893
6297,0,0,20150526,109710,1,1233,4,0.266666666667,0.266666666667,0.384615384615,13.0,ipod,31759.6666667,204992
444,0,0,20150525,179528,0,472,2,0.222222222222,0.222222222222,0.428571428571,7.0,iphone,574.0,180142
2238,0,0,20150527,25024,0,7962,22,0.4,0.4,0.365384615385,52.0,iphone,8361.95238095,200787
6949,0,0,0,0,-1,0,1,0.155555555556,0.155555555556,0.5,2.0,ipad,0,187923
7091,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,0,0,iphone,0,113263
7524,0,0,20150527,23919,-1,1301,4,0.177777777778,0.177777777778,0.0833333333333,12.0,iphone,27332.0,106162
1879,0,0,20150526,91659,0,2928,4,0.555555555556,0.555555555556,0.882352941176,17.0,ipad,83039.3333333,255203
6792,0,0,20150527,75656,0,11955,7,0.222222222222,0.222222222222,0.6,5.0,ipad,16564.5,178672
9958,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,iphone,0,4533
8216,0,0,20150527,3031,0,3589,12,0.333333333333,0.333333333333,0.444444444444,27.0,iphone,3344.36363636,40025
5404,0,0,0,0,0,0,1,0.222222222222,0.222222222222,0.3,20.0,ipad,0,227362
9916,0,0,20150527,84658,0,3485,3,0.333333333333,0.333333333333,0.722222222222,18.0,ipad,3145.5,92548
5340,0,0,20150527,25373,0,40,3,0.222222222222,0.222222222222,0.6,5.0,iphone,100.0,25470
1166,0,0,20150526,137131,0,329,2,0.288888888889,0.288888888889,0.75,12.0,ipad,20246.0,157707
9070,0,0,20150526,165629,-1,9,3,0.133333333333,0.133333333333,0,0,ipad,29014.0,170622
1849,0,0,20150526,139495,-1,113,1,0.133333333333,0.222222222222,1.0,1.0,ipad,0,139609
1533,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,ipod,0,3596
3728,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,0.5,2.0,iphone,0,217750
8349,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,0,0,ipad,0,97571
5489,0,0,0,0,0,0,1,0.222222222222,0.222222222222,1.0,2.0,ipad,0,5485
3665,0,0,20150525,217353,-1,589,2,0.155555555556,0.155555555556,0.5,6.0,iphone,623.0,217943
1146,0,0,20150525,200800,0,111,2,0.222222222222,0.222222222222,0.666666666667,3.0,ipad,1110.0,200912
2862,0,0,20150527,29155,1,17564,19,0.533333333333,0.533333333333,0.412587412587,143.0,iphone,4809.11111111,115682
2754,0,0,20150527,7695,0,3317,9,0.444444444444,0.444444444444,0.8,15.0,iphone,2272.75,26729
7598,0,0,20150527,5451,0,4947,12,0.333333333333,0.444444444444,0.7,10.0,iphone,2689.09090909,36106
7006,0,0,20150526,99660,0,219,2,0.222222222222,0.222222222222,0.75,4.0,iphone,1117.0,99880
5740,0,0,20150525,192548,-1,276,1,0.133333333333,0.222222222222,0.333333333333,3.0,iphone,0,192825
9719,0,0,20150527,52560,0,1996,2,0.355555555556,0.377777777778,0.888888888889,9.0,iphone,2263.0,54941
5019,0,0,20150527,3751,-1,2199,4,0.177777777778,0.177777777778,0.190476190476,21.0,iphone,82878.0,253528
2537,0,0,0,0,-1,0,1,0.155555555556,0.155555555556,0.333333333333,3.0,ipad,0,47642
1858,0,0,0,0,1,0,1,0.222222222222,0.222222222222,1.0,3.0,iphone,0,99639
2516,0,0,0,0,0,0,1,0.155555555556,0.155555555556,1.0,2.0,ipad,0,89324
8652,0,0,0,0,0,0,1,0.177777777778,0.177777777778,1.0,3.0,iphone,0,128068
5766,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,0,0,ipad,0,95880
5319,0,0,20150527,75457,0,16359,10,0.666666666667,0.888888888889,0.384615384615,52.0,iphone,22704.4444444,205215
3834,0,0,20150525,196542,0,2811,8,0.444444444444,0.711111111111,0.705882352941,17.0,iphone,3128.71428571,219689
7676,0,0,20150527,72271,0,12118,6,0.555555555556,0.555555555556,0.625,24.0,ipad,17179.2,161082
8702,0,0,20150527,5153,-1,142,3,0.133333333333,0.488888888889,0.333333333333,3.0,iphone,674.5,6595
6479,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,0.5,2.0,iphone,0,193660
2344,0,0,0,0,-1,0,1,0.155555555556,0.155555555556,0.5,2.0,ipad,0,222317
7628,0,0,20150527,33424,0,2362,5,0.333333333333,0.333333333333,0.545454545455,11.0,iphone,14638.5,92483
7573,0,0,20150527,1892,-1,172,2,0.155555555556,0.155555555556,0.333333333333,3.0,iphone,18375.0,20395
8924,0,0,20150526,122093,-1,94,2,0.133333333333,0.133333333333,0,0,iphone,95848.0,217943
4266,0,0,20150527,27398,0,5313,19,0.333333333333,0.888888888889,0.176470588235,51.0,ipad,6082.94444444,133705
6853,0,0,0,0,0,0,1,0.222222222222,0.222222222222,0.75,4.0,iphone,0,20867
6107,0,0,20150527,13736,-1,1267,3,0.155555555556,0.155555555556,0.285714285714,7.0,iphone,13912.5,40550
1723,0,0,20150526,156997,-1,297,4,0.288888888889,0.311111111111,0.296296296296,27.0,iphone,885.333333333,159707
7128,0,0,20150527,10434,-1,628,3,0.155555555556,0.311111111111,0.5,2.0,iphone,42811.0,96200
8456,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,iphone,0,55935
2174,0,0,20150527,43882,0,1078,2,0.177777777778,0.177777777778,0.285714285714,7.0,ipad,191848.0,235732
3666,0,0,20150527,31964,-1,1393,2,0.177777777778,0.177777777778,0,0,ipad,152393.0,185751
8101,0,0,0,0,0,0,1,0.155555555556,0.155555555556,1.0,2.0,ipad,0,170141
6065,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,ipad,0,98004
8846,0,0,0,0,-1,0,2,0,0,0,0,ipod,69.0,35067
2402,0,0,20150525,210851,0,7,2,0.266666666667,0.266666666667,0.833333333333,6.0,iphone,93180.0,210859
5537,0,0,20150526,166667,-1,37,2,0.133333333333,0.133333333333,0,0,iphone,58.0,166705
4193,0,0,20150527,7332,0,6501,7,0.555555555556,0.666666666667,0.472222222222,36.0,ipad,40738.3333333,251954
5226,0,0,20150527,42842,0,2281,4,0.444444444444,0.444444444444,0.761904761905,21.0,iphone,60466.0,224590
7371,0,0,20150527,44819,-1,312,2,0.155555555556,0.155555555556,0.6,5.0,iphone,441.0,45132
5482,0,0,20150527,79435,0,8384,1,0.466666666667,0.822222222222,0.8125,16.0,ipad,0,87820
3019,0,0,20150527,22470,0,13874,3,0.666666666667,0.666666666667,0.633333333333,30.0,ipad,19932.5,65604
8644,0,0,20150527,56723,0,15359,11,0.4,0.4,0.221153846154,104.0,ipad,19684.1,253854
4510,0,0,20150527,42431,0,472,2,0.222222222222,0.222222222222,1.0,3.0,iphone,490.0,42904
7319,0,0,0,0,0,0,1,0.222222222222,0.222222222222,1.0,3.0,iphone,0,33847
7553,0,0,0,0,0,0,1,0.155555555556,0.155555555556,1.0,2.0,ipad,0,254440
4540,0,0,0,0,0,0,1,0.311111111111,0.311111111111,0.888888888889,9.0,ipad,0,77567
671,0,0,20150527,11301,0,2823,21,0.444444444444,0.444444444444,0.647058823529,17.0,iphone,4221.75,95803
1065,0,0,0,0,0,0,1,0.222222222222,0.222222222222,1.0,3.0,iphone,0,27987
1257,0,0,0,0,0,0,1,0.333333333333,0.333333333333,0.777777777778,9.0,ipad,0,193415
2125,0,0,20150527,18686,1,4721,11,0.333333333333,0.666666666667,0.666666666667,15.0,iphone,14788.2,158005
9863,0,0,20150527,3548,1,6381,7,0.444444444444,0.844444444444,0.529411764706,34.0,iphone,12459.1666667,80352
6939,0,0,0,0,0,0,1,0.2,0.2,0.571428571429,7.0,iphone,0,135180
6473,0,0,20150527,12133,0,2090,4,0.266666666667,0.444444444444,0.714285714286,7.0,ipad,2485.33333333,19622
4442,0,0,20150527,25311,0,3845,4,0.4,0.4,0.666666666667,18.0,iphone,56973.6666667,196250
346,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,iphone,0,108998
6366,0,0,20150526,150318,0,3445,9,0.333333333333,0.333333333333,0.333333333333,27.0,iphone,10354.125,233278
7104,0,0,0,0,0,0,2,0.222222222222,0.222222222222,1.0,3.0,iphone,0.0,116402
4879,0,0,20150527,2827,0,943,4,0.222222222222,0.222222222222,1.0,3.0,iphone,80466.6666667,244228
5950,0,0,20150527,16089,0,4395,7,0.333333333333,0.333333333333,0.6875,16.0,iphone,13426.6666667,96917
2446,0,0,20150527,26945,1,8985,14,0.622222222222,0.711111111111,0.641025641026,39.0,iphone,7304.61538462,122641
9835,0,0,20150527,69081,0,894,2,0.222222222222,0.222222222222,0.75,4.0,ipad,36876.0,69976
2742,0,0,20150527,29036,0,3933,6,0.555555555556,0.711111111111,0.615384615385,26.0,iphone,23724.2,147790
8705,0,0,20150527,10400,0,6307,12,0.622222222222,0.622222222222,0.365384615385,52.0,iphone,14996.0,177923
1941,0,0,20150525,214135,0,7275,4,0.511111111111,0.511111111111,0.620689655172,29.0,iphone,4209.66666667,226690
199,0,0,0,0,-1,0,1,0.155555555556,0.155555555556,0,0,iphone,0,68262
818,0,0,20150527,42362,-1,767,3,0.177777777778,0.177777777778,0.0833333333333,12.0,ipad,8125.0,58679
1351,0,0,20150526,114818,0,447,3,0.2,0.2,0.571428571429,7.0,ipad,51851.0,130474
803,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,0.333333333333,3.0,ipad,0,102413
6431,0,0,20150527,32400,0,16679,10,0.733333333333,0.777777777778,0.553571428571,56.0,ipad,18734.3333333,207023
3471,0,0,20150526,130995,0,1017,3,0.266666666667,0.266666666667,0.428571428571,14.0,iphone,47032.0,225066
2462,0,0,20150527,2607,-1,241,2,0.155555555556,0.155555555556,1.0,2.0,ipad,603.0,2849
9314,0,0,20150527,46560,0,853,2,0.4,0.4,0.733333333333,15.0,iphone,4693.0,47414
2468,0,0,20150525,205728,0,1661,5,0.377777777778,0.377777777778,0.794871794872,39.0,ipad,1829.5,207511
9388,0,0,0,0,-1,0,1,0.155555555556,0.155555555556,0.333333333333,3.0,iphone,0,211710
832,0,0,0,0,-1,0,1,0.155555555556,0.155555555556,1.0,2.0,iphone,0,137422
5774,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,ipod,0,136432
5597,0,0,20150527,42706,1,933,2,0.177777777778,0.177777777778,0.285714285714,7.0,ipad,3610.0,46473
3868,0,0,20150527,75170,0,954,3,0.222222222222,0.4,0.3,10.0,iphone,19635.0,114681
9261,0,0,20150527,4896,0,9520,15,0.533333333333,0.622222222222,0.355263157895,76.0,iphone,17920.7857143,255890
4524,0,0,20150527,41686,-1,202,1,0.133333333333,0.133333333333,0.5,2.0,iphone,0,41889
6362,0,0,20150527,16059,0,1124,1,0.177777777778,0.222222222222,0.285714285714,7.0,iphone,0,17184
3548,0,0,20150527,19863,1,16518,27,0.733333333333,0.733333333333,0.297297297297,74.0,ipad,1166860.96154,211825
4931,0,0,20150527,29675,1,3529,10,0.333333333333,0.333333333333,0.466666666667,15.0,ipad,10868.8888889,117433
8164,0,0,0,0,0,0,1,0.177777777778,0.177777777778,0.75,4.0,ipad,0,21880
8372,0,0,20150527,28264,1,564,3,0.2,0.288888888889,0.571428571429,7.0,iphone,6015.0,40644
2880,0,0,20150527,16685,0,4030,7,0.511111111111,0.555555555556,0.619047619048,21.0,ipad,14192.0,103519
7492,0,0,20150525,176479,0,3296,6,0.444444444444,0.444444444444,0.545454545455,22.0,ipad,4159.0,197697
3643,0,0,0,0,0,0,1,0.266666666667,0.266666666667,0.666666666667,6.0,iphone,0,126178
4150,0,0,20150527,38219,0,2069,1,0.222222222222,0.422222222222,0.3,10.0,ipad,0,40289
1299,0,0,0,0,-1,0,1,0.155555555556,0.155555555556,0.5,2.0,iphone,0,16038
712,0,0,20150527,38540,0,13595,11,0.666666666667,0.711111111111,0.384615384615,52.0,ipad,17517.3,214246
3015,0,0,20150527,21758,1,6272,2,0.622222222222,0.666666666667,0.685714285714,35.0,iphone,6423.0,29199
6690,0,0,20150527,16298,0,5999,13,0.666666666667,0.733333333333,0.725,40.0,iphone,19498.1666667,250756
121,0,0,20150526,170883,-1,6,2,0.133333333333,0.133333333333,1.0,1.0,ipod,29.0,170890
9379,0,0,0,0,0,0,1,0.155555555556,0.155555555556,1.0,2.0,ipad,0,130109
894,0,0,0,0,0,0,1,0.4,0.4,0.882352941176,17.0,ipod,0,164474
1958,0,0,20150527,52336,0,627,1,0.177777777778,0.177777777778,0.285714285714,7.0,ipod,0,52964
6543,0,0,20150527,2264,0,5885,11,0.177777777778,0.2,0.269230769231,26.0,ipad,3057.2,31787
9570,0,0,0,0,-1,0,1,0.177777777778,0.177777777778,0.0909090909091,11.0,iphone,0,151339
6470,0,0,0,0,0,0,1,0.155555555556,0.155555555556,1.0,2.0,iphone,0,36505
3754,0,0,20150526,102866,-1,288,4,0.133333333333,0.222222222222,0,0,ipad,8219.33333333,127534
6691,0,0,20150525,200076,0,1892,3,0.311111111111,0.311111111111,0.444444444444,27.0,ipod,17602.0,235217
629,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,ipad,0,176229
1309,0,0,20150525,231276,0,684,2,0.444444444444,0.444444444444,0.916666666667,12.0,ipad,26985.0,231961
4460,0,0,20150527,63531,0,520,1,0.222222222222,0.222222222222,1.0,2.0,iphone,0,64052
7409,0,0,0,0,0,0,1,0.177777777778,0.177777777778,0.666666666667,3.0,ipad,0,191867
8987,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,iphone,0,211333
9270,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,ipad,0,188527
4188,0,0,0,0,0,0,1,0.222222222222,0.222222222222,0.75,4.0,iphone,0,89397
4445,0,0,20150526,148893,0,1700,2,0.222222222222,0.222222222222,0.6,5.0,iphone,72890.0,222364
8170,0,0,20150527,56858,0,1822,4,0.333333333333,0.333333333333,0.888888888889,9.0,iphone,47984.6666667,192707
975,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,0,0,iphone,0,32269
6834,0,0,20150525,194331,-1,166,3,0.133333333333,0.133333333333,0.25,4.0,ipod,12178.0,194629
505,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,iphone,0,14728
4270,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,0,0,ipad,0,130856
5827,0,0,20150527,34082,0,2175,3,0.444444444444,0.511111111111,0.647058823529,17.0,iphone,7615.5,49982
7181,0,0,20150526,158478,0,5285,2,0.555555555556,0.555555555556,0.75,20.0,iphone,82960.0,244357
827,0,0,20150525,211554,0,1913,5,0.266666666667,0.266666666667,0.352941176471,17.0,ipad,41882.5,218650
4676,0,0,20150527,26510,-1,1016,8,0.177777777778,0.177777777778,0.166666666667,12.0,ipad,13881.8571429,123729
2333,0,0,20150527,8155,0,517,1,0.177777777778,0.177777777778,0.5,4.0,ipad,0,8673
4544,0,0,20150527,17658,0,8190,6,0.666666666667,0.777777777778,0.558823529412,34.0,iphone,9721.4,67360
5344,0,0,20150527,78656,0,1665,4,0.288888888889,0.288888888889,1.0,8.0,ipad,28364.0,163730
5125,0,0,20150527,29305,-1,320,5,0.155555555556,0.155555555556,0.666666666667,3.0,ipod,8218.0,62376
6370,0,0,20150526,93325,0,0,2,0.155555555556,0.155555555556,0.4,5.0,ipad,20.0,93326
1732,0,0,20150527,19792,1,25187,13,1.0,1.11111111111,0.326923076923,104.0,ipad,15777.9166667,210989
9902,0,0,20150526,170818,-1,141,2,0.133333333333,0.133333333333,1.0,1.0,iphone,5772.0,170960
2426,0,0,0,0,0,0,1,0.222222222222,0.222222222222,0.666666666667,3.0,iphone,0,85598
8610,0,0,20150527,35591,0,1530,6,0.222222222222,0.222222222222,0.5,8.0,ipad,35046.0,211222
5754,0,0,20150527,65060,0,3679,4,0.444444444444,0.466666666667,0.545454545455,22.0,iphone,44751.3333333,200021
1582,0,0,0,0,0,0,1,0.222222222222,0.222222222222,1.0,2.0,ipad,0,185393
7624,0,0,0,0,0,0,1,0.2,0.2,1.0,4.0,ipad,0,220598
3086,0,0,20150527,8037,0,5811,2,0.555555555556,0.666666666667,0.727272727273,22.0,iphone,4983.0,14259
9372,0,0,20150526,113914,0,599,2,0.155555555556,0.155555555556,0.666666666667,3.0,ipad,8061.0,114514
5739,0,0,0,0,0,0,1,0.222222222222,0.222222222222,0.5,6.0,ipad,0,116284
6428,0,0,0,0,0,0,1,0.288888888889,0.288888888889,0.875,8.0,iphone,0,109315
3757,0,0,20150527,8487,-1,301,2,0.155555555556,0.333333333333,0.5,2.0,iphone,39.0,8794
2857,0,0,20150527,26078,1,661,2,0.222222222222,0.288888888889,0.5,6.0,iphone,5070.0,26740
7463,0,0,20150527,71739,-1,11,2,0.133333333333,0.133333333333,0,0,iphone,1243.0,71751
3137,0,0,20150527,7774,0,2020,5,0.222222222222,0.288888888889,0.666666666667,9.0,iphone,19618.0,86746
1352,0,0,0,0,0,0,1,0.222222222222,0.222222222222,1.0,3.0,ipad,0,95872
5244,0,0,20150527,17840,0,1034,3,0.288888888889,0.333333333333,0.8,10.0,ipad,17074.0,52876
2634,0,0,20150526,101545,-1,25,3,0.133333333333,0.133333333333,0,0,ipad,56.5,101632
8387,0,0,20150527,50411,0,4229,8,0.555555555556,0.666666666667,0.484848484848,33.0,ipad,7178.28571429,101266
1859,0,0,0,0,0,0,1,0.288888888889,0.288888888889,1.0,7.0,iphone,0,9145
9293,0,0,20150527,6118,0,1069,1,0.266666666667,0.444444444444,0.625,8.0,ipad,0,7188
2817,0,0,20150527,14829,-1,138,1,0.133333333333,0.133333333333,1.0,1.0,ipad,0,14968
1413,0,0,20150527,71737,0,919,6,0.222222222222,0.222222222222,1.0,4.0,iphone,18165.8,162474
2676,0,0,0,0,0,0,1,0.177777777778,0.177777777778,0.5,4.0,iphone,0,216954
3036,0,0,20150527,8426,0,490,1,0.222222222222,0.6,1.0,3.0,iphone,0,8917
361,0,0,0,0,-1,0,1,0,0,0,0,iphone,0,225557
6623,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,0,0,ipad,0,210682
7544,0,0,20150525,182264,0,877,2,0.355555555556,0.355555555556,1.0,9.0,ipad,47315.0,183142
8741,0,0,20150527,887,0,1878,1,0.333333333333,0.4,0.7,10.0,ipad,0,2766
8748,0,0,20150527,3677,0,15280,14,0.888888888889,1.0,0.492957746479,71.0,iphone,15157.7692308,201520
6527,0,0,20150527,84218,0,884,2,0.222222222222,0.222222222222,1.0,3.0,ipad,73240.0,85103
1563,0,0,20150527,1934,0,4670,7,0.466666666667,0.555555555556,0.690476190476,42.0,iphone,30611.6666667,186948
6341,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,0.5,2.0,iphone,0,234105
8256,0,0,20150526,93174,0,4324,6,0.333333333333,0.355555555556,0.583333333333,12.0,iphone,14254.2,166099
885,0,0,20150527,77663,0,3890,3,0.355555555556,0.355555555556,0.8,15.0,iphone,60674.0,163783
3702,0,0,0,0,-1,0,1,0.133333333333,0.133333333333,1.0,1.0,iphone,0,216634
1066,0,0,20150526,108137,0,671,2,0.177777777778,0.177777777778,0.285714285714,7.0,iphone,906.0,109045
9310,0,0,20150527,54158,0,3669,10,0.444444444444,0.444444444444,0.611111111111,18.0,iphone,10612.2222222,149762
8314,0,0,0,0,0,0,1,0.2,0.2,1.0,4.0,iphone,0,85994
1015,0,0,20150525,199335,0,1364,2,0.177777777778,0.177777777778,0.285714285714,7.0,iphone,114131.0,200700
